Settlement Point,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
HB_BUSAVG,33.55895161290323,51.08221726190476,28.471359353970392,33.43204166666666,33.12014784946236,40.610194444444446,52.13646505376344,153.2652822580645,34.49868055555555,28.777728494623656,25.31373092926491,25.962634408602153
HB_HOUSTON,33.794852150537636,49.96046130952381,29.610982503364735,35.71743055555555,35.41721774193548,41.86852777777778,50.41125,152.4920430107527,36.87195833333333,30.087634408602153,26.174341192787796,26.07708333333333
HB_HUBAVG,33.06477150537634,49.93278273809524,27.28078061911171,32.25418055555555,32.57568548387097,39.238416666666666,51.70836021505376,153.110376344086,34.775388888888884,28.417715053763438,24.413342579750346,25.574543010752688
HB_NORTH,34.10501344086022,51.85626488095239,29.35115746971736,34.431416666666664,33.32284946236559,42.109944444444444,53.290470430107526,153.6040322580645,33.96513888888889,28.887298387096777,26.069320388349514,26.255201612903225
HB_SOUTH,33.65842741935484,53.38816964285714,30.731816958277257,34.90541666666667,34.315470430107524,40.309555555555555,48.676626344086024,152.26986559139786,34.979819444444445,30.126518817204303,26.227961165048544,26.428198924731184
HB_WEST,30.697849462365593,44.49555059523809,19.434656796769854,23.959375,27.229529569892474,32.65508333333333,54.435322580645156,154.06038978494624,33.280458333333335,24.559543010752687,19.178446601941747,23.519193548387094
LZ_AEN,34.50947580645161,50.7803125,29.89,34.63645833333333,33.7557123655914,41.47465277777778,49.177069892473114,152.27760752688172,35.33181944444444,30.38377688172043,26.188127600554783,27.795672043010754
LZ_CPS,34.02702956989248,51.77578869047619,30.241749663526242,35.33501388888889,35.94334677419354,43.61340277777778,49.272002688172044,153.85438172043013,36.085347222222225,31.544516129032257,26.426934812760056,26.652083333333334
LZ_HOUSTON,33.78936827956989,49.917098214285716,29.62347240915209,35.769555555555556,36.26048387096774,42.82490277777778,51.03236559139785,152.77638440860215,37.13576388888889,30.696155913978494,26.332676837725383,26.142137096774192
LZ_LCRA,34.081706989247316,50.075431547619054,30.85051144010767,34.56644444444444,34.2825,43.876805555555556,49.6084811827957,154.3314112903226,35.27744444444444,30.059717741935483,26.0429680998613,27.343884408602147
LZ_NORTH,34.106249999999996,52.77842261904762,29.27192462987887,34.44554166666667,33.295725806451614,42.29343055555556,53.996653225806455,154.1678629032258,34.11181944444444,28.894489247311828,26.12339805825243,26.4375
LZ_RAYBN,34.06704301075269,52.279092261904765,29.317187079407805,34.38279166666667,33.26586021505376,42.53029166666667,53.552244623655916,153.92069892473117,33.86847222222222,28.855940860215053,26.039237170596394,26.314462365591396
LZ_SOUTH,33.79844086021505,61.57678571428571,32.4585733512786,34.90891666666666,34.46623655913979,40.850569444444446,48.90067204301075,152.48211021505378,35.54241666666667,31.227876344086024,26.547198335644936,26.908467741935485
LZ_WEST,31.37086021505376,46.61546130952381,20.53293405114401,25.314277777777775,31.596048387096772,38.109180555555554,58.281586021505376,157.7207258064516,35.09093055555556,26.94975806451613,21.718294036061025,28.574112903225807
